lead_id,source,course_interested,city,budget_range,lead_score,first_contact_date,response_time_hours,num_follow_ups,converted,conversion_date,revenue
LD13510,Google Ads,Digital Marketing,Ahmedabad,30k-50k,79,2026-06-21,5.1,2,N,,0
LD13511,Referral,Business Analytics,Chennai,<15k,21,2026-03-02,18.8,2,N,,0
LD13512,Google Ads,Full Stack Development,Ahmedabad,30k-50k,65,2025-12-02,28.1,3,N,,0
LD13513,Google Ads,Full Stack Development,Kolkata,50k+,70,2026-03-15,51.0,4,N,,0
LD13514,Instagram Ads,Power BI & Tableau,Mumbai,50k+,51,2026-04-27,9.2,5,Y,2026-04-28,70658
LD13515,Google Ads,Digital Marketing,Mumbai,15k-30k,66,2025-11-28,1.2,4,Y,2025-11-29,19842
LD13516,Referral,Full Stack Development,Kolkata,30k-50k,30,2026-02-20,17.9,1,N,,0
LD13517,Instagram Ads,Data Science Bootcamp,Pune,30k-50k,36,2026-04-01,4.4,4,N,,0
LD13518,Instagram Ads,Business Analytics,Kolkata,50k+,49,2025-10-31,17.8,4,N,,0
LD13519,Referral,Python for Data Analysis,Delhi NCR,50k+,25,2025-11-24,1.7,3,N,,0
LD13520,Google Ads,Digital Marketing,Kolkata,<15k,42,2026-04-13,60.1,4,N,,0
LD13521,Google Ads,Python for Data Analysis,Chennai,15k-30k,60,2026-04-18,10.3,5,N,,0
LD13522,Walk-in,Digital Marketing,Ahmedabad,<15k,40,2026-01-22,10.3,4,N,,0
LD13523,Google Ads,Business Analytics,Delhi NCR,<15k,38,2026-03-18,3.5,3,N,,0
LD13524,Google Ads,Power BI & Tableau,Delhi NCR,50k+,53,2025-12-26,7.4,3,N,,0
LD13525,Google Ads,Power BI & Tableau,Kolkata,30k-50k,71,2026-05-02,73.0,2,N,,0
LD13526,Referral,Data Science Bootcamp,Pune,<15k,66,2026-07-17,29.1,1,N,,0
LD13527,Instagram Ads,Digital Marketing,Pune,50k+,46,2026-02-07,30.6,0,N,,0
LD13528,Walk-in,Digital Marketing,Hyderabad,15k-30k,41,2025-11-14,2.3,2,N,,0
LD13529,Google Ads,Business Analytics,Chennai,30k-50k,47,2025-12-30,14.8,2,N,,0
LD13530,Instagram Ads,Business Analytics,Hyderabad,30k-50k,85,2026-03-04,24.7,5,N,,0
LD13531,Walk-in,Data Science Bootcamp,Bengaluru,30k-50k,62,2026-04-01,45.1,1,N,,0
LD13532,Instagram Ads,Full Stack Development,Mumbai,30k-50k,71,2026-04-18,2.2,1,N,,0
LD13533,Instagram Ads,Python for Data Analysis,Mumbai,30k-50k,66,2026-03-09,9.1,2,Y,2026-03-15,37171
LD13534,Instagram Ads,Power BI & Tableau,Kolkata,<15k,35,2026-04-28,9.0,1,N,,0
LD13535,Google Ads,Digital Marketing,Mumbai,15k-30k,73,2026-05-14,24.9,3,N,,0
LD13536,Instagram Ads,Data Science Bootcamp,Hyderabad,30k-50k,44,2025-12-01,0.8,7,N,,0
LD13537,Walk-in,Power BI & Tableau,Kolkata,50k+,33,2026-05-26,7.1,4,N,,0
LD13538,Instagram Ads,Digital Marketing,Mumbai,30k-50k,56,2025-12-30,32.9,4,N,,0
LD13539,Google Ads,Business Analytics,Ahmedabad,<15k,61,2026-02-01,0.2,3,N,,0
LD13540,LinkedIn,Python for Data Analysis,Delhi NCR,<15k,61,2026-06-14,51.0,3,N,,0
LD13541,Referral,Python for Data Analysis,Hyderabad,<15k,44,2026-07-21,14.9,1,N,,0
LD13542,Referral,Python for Data Analysis,Chennai,15k-30k,64,2026-01-18,9.2,1,N,,0
LD13543,Referral,Power BI & Tableau,Mumbai,50k+,66,2026-03-22,8.1,5,N,,0
LD13544,LinkedIn,Power BI & Tableau,Delhi NCR,<15k,61,2026-05-10,10.2,3,N,,0
LD13545,LinkedIn,Data Science Bootcamp,Ahmedabad,<15k,43,2025-11-12,3.4,4,Y,2025-11-13,11429
LD13546,Instagram Ads,Digital Marketing,Kolkata,15k-30k,55,2025-12-14,24.4,2,N,,0
LD13547,Google Ads,Data Science Bootcamp,Chennai,<15k,61,2025-12-08,34.1,2,N,,0
LD13548,Referral,Full Stack Development,Hyderabad,<15k,90,2026-05-14,14.0,1,N,,0
LD13549,Instagram Ads,Python for Data Analysis,Kolkata,<15k,51,2026-05-15,1.2,8,N,,0
LD13550,Organic Search,Full Stack Development,Delhi NCR,30k-50k,99,2025-11-29,14.9,6,N,,0
LD13551,Organic Search,Digital Marketing,Kolkata,30k-50k,72,2026-04-15,10.2,2,N,,0
LD13552,Instagram Ads,Data Science Bootcamp,Ahmedabad,30k-50k,47,2025-12-21,8.7,2,N,,0
LD13553,Google Ads,Power BI & Tableau,Kolkata,<15k,56,2026-07-11,32.6,1,N,,0
LD13554,Google Ads,Digital Marketing,Ahmedabad,50k+,47,2026-02-15,30.7,3,N,,0
LD13555,Google Ads,Full Stack Development,Chennai,<15k,30,2026-03-04,9.1,5,N,,0
LD13556,Instagram Ads,Power BI & Tableau,Bengaluru,<15k,9,2026-06-01,4.5,3,N,,0
LD13557,Google Ads,Business Analytics,Bengaluru,<15k,47,2026-05-14,5.1,2,N,,0
LD13558,Instagram Ads,Business Analytics,Chennai,<15k,57,2025-11-29,6.6,5,N,,0
LD13559,LinkedIn,Full Stack Development,Mumbai,50k+,26,2026-02-21,18.6,2,N,,0
LD13560,Google Ads,Business Analytics,Mumbai,<15k,32,2026-07-10,18.5,1,N,,0
LD13561,Google Ads,Full Stack Development,Bengaluru,30k-50k,61,2026-06-16,14.6,5,N,,0
LD13562,Organic Search,Full Stack Development,Delhi NCR,<15k,11,2026-04-09,4.6,6,N,,0
LD13563,Instagram Ads,Data Science Bootcamp,Bengaluru,<15k,47,2026-05-29,22.5,1,N,,0
LD13564,Instagram Ads,Digital Marketing,Delhi NCR,<15k,33,2026-03-02,26.0,6,N,,0
LD13565,Instagram Ads,Digital Marketing,Delhi NCR,50k+,35,2026-04-28,28.0,2,N,,0
LD13566,Instagram Ads,Full Stack Development,Pune,15k-30k,40,2026-07-19,46.4,8,N,,0
LD13567,Walk-in,Power BI & Tableau,Hyderabad,50k+,65,2025-12-06,19.6,0,N,,0
LD13568,Google Ads,Business Analytics,Pune,30k-50k,27,2026-03-16,4.2,2,N,,0
LD13569,Referral,Power BI & Tableau,Ahmedabad,50k+,78,2026-03-24,29.4,4,N,,0
LD13570,Walk-in,Full Stack Development,Mumbai,<15k,63,2025-11-13,28.6,1,N,,0
LD13571,Organic Search,Power BI & Tableau,Ahmedabad,50k+,68,2026-07-13,4.0,0,Y,2026-07-16,66607
LD13572,Organic Search,Digital Marketing,Ahmedabad,30k-50k,41,2026-06-16,0.2,3,N,,0
LD13573,Instagram Ads,Business Analytics,Delhi NCR,<15k,60,2026-03-11,16.4,5,N,,0
LD13574,Organic Search,Digital Marketing,Chennai,<15k,11,2026-03-18,15.5,1,N,,0
LD13575,Organic Search,Power BI & Tableau,Mumbai,15k-30k,69,2026-07-09,25.0,1,N,,0
LD13576,Google Ads,Full Stack Development,Hyderabad,<15k,50,2025-12-18,7.0,2,N,,0
LD13577,Referral,Python for Data Analysis,Mumbai,<15k,60,2026-04-06,3.3,2,N,,0
LD13578,Referral,Data Science Bootcamp,Ahmedabad,15k-30k,60,2026-05-18,22.5,1,Y,2026-05-20,23124
LD13579,Google Ads,Python for Data Analysis,Ahmedabad,15k-30k,59,2025-12-05,14.2,4,N,,0
LD13580,Instagram Ads,Data Science Bootcamp,Mumbai,30k-50k,53,2026-02-13,56.8,2,N,,0
LD13581,Referral,Power BI & Tableau,Delhi NCR,30k-50k,55,2026-04-12,17.3,2,N,,0
LD13582,Referral,Full Stack Development,Pune,50k+,41,2026-06-28,52.7,1,Y,2026-07-03,67690
LD13583,Referral,Power BI & Tableau,Pune,<15k,32,2026-03-17,12.3,2,N,,0
LD13584,Referral,Business Analytics,Kolkata,30k-50k,62,2026-02-13,5.6,2,Y,2026-02-18,41107
LD13585,Instagram Ads,Python for Data Analysis,Kolkata,15k-30k,53,2026-07-25,48.2,5,N,,0
LD13586,Referral,Business Analytics,Delhi NCR,<15k,68,2026-07-08,25.5,0,N,,0
LD13587,Organic Search,Python for Data Analysis,Delhi NCR,15k-30k,52,2026-05-27,27.5,2,N,,0
LD13588,Google Ads,Power BI & Tableau,Pune,<15k,36,2026-01-13,10.2,1,N,,0
LD13589,Organic Search,Python for Data Analysis,Hyderabad,<15k,84,2026-07-21,25.8,2,Y,2026-07-22,12754
LD13590,Organic Search,Business Analytics,Ahmedabad,<15k,58,2026-07-22,9.6,9,N,,0
LD13591,Instagram Ads,Business Analytics,Bengaluru,30k-50k,72,2026-03-03,30.7,5,N,,0
LD13592,Google Ads,Python for Data Analysis,Chennai,50k+,54,2025-12-06,1.2,4,N,,0
LD13593,Instagram Ads,Digital Marketing,Hyderabad,<15k,62,2026-02-20,4.6,5,N,,0
LD13594,LinkedIn,Digital Marketing,Mumbai,50k+,29,2026-05-10,3.8,4,N,,0
LD13595,Organic Search,Business Analytics,Kolkata,50k+,87,2026-05-23,18.2,2,Y,2026-05-25,64098
LD13596,Instagram Ads,Power BI & Tableau,Bengaluru,30k-50k,78,2026-01-20,1.4,2,N,,0
LD13597,Google Ads,Python for Data Analysis,Chennai,30k-50k,66,2026-05-10,4.2,3,Y,2026-05-12,38017
LD13598,Instagram Ads,Data Science Bootcamp,Kolkata,<15k,60,2026-06-22,6.7,1,N,,0
LD13599,Instagram Ads,Full Stack Development,Mumbai,50k+,53,2026-05-13,16.8,5,N,,0
LD13600,Walk-in,Digital Marketing,Kolkata,15k-30k,65,2026-07-13,49.4,1,N,,0
LD13601,Google Ads,Business Analytics,Ahmedabad,30k-50k,58,2026-04-21,8.8,3,N,,0
LD13602,Walk-in,Power BI & Tableau,Hyderabad,50k+,43,2025-12-24,26.2,3,N,,0
LD13603,Referral,Full Stack Development,Mumbai,<15k,57,2026-04-19,10.5,2,N,,0
LD13604,Instagram Ads,Data Science Bootcamp,Hyderabad,15k-30k,26,2026-01-18,9.0,4,N,,0
LD13605,LinkedIn,Data Science Bootcamp,Delhi NCR,<15k,24,2026-02-02,5.0,2,N,,0
LD13606,Organic Search,Business Analytics,Hyderabad,<15k,60,2026-05-02,12.4,4,N,,0
LD13607,Instagram Ads,Digital Marketing,Kolkata,15k-30k,45,2026-07-25,30.4,4,N,,0
LD13608,Referral,Python for Data Analysis,Hyderabad,50k+,12,2026-04-26,44.0,3,N,,0
LD13609,Instagram Ads,Business Analytics,Ahmedabad,30k-50k,27,2026-07-19,26.9,0,N,,0
LD13610,Google Ads,Business Analytics,Mumbai,15k-30k,43,2026-03-17,3.4,3,N,,0
LD13611,Instagram Ads,Digital Marketing,Delhi NCR,30k-50k,41,2026-05-08,22.1,2,Y,2026-05-15,37918
LD13612,Instagram Ads,Full Stack Development,Hyderabad,<15k,66,2026-01-27,71.9,2,N,,0
LD13613,Referral,Business Analytics,Delhi NCR,50k+,71,2025-12-01,1.5,4,Y,2025-12-03,64623
LD13614,Walk-in,Full Stack Development,Pune,15k-30k,74,2026-02-04,7.5,1,N,,0
LD13615,Referral,Digital Marketing,Pune,<15k,74,2026-03-11,22.6,2,N,,0
LD13616,Instagram Ads,Business Analytics,Ahmedabad,30k-50k,74,2026-04-04,4.4,3,N,,0
LD13617,Google Ads,Business Analytics,Ahmedabad,<15k,46,2026-05-01,53.1,5,N,,0
LD13618,LinkedIn,Python for Data Analysis,Bengaluru,30k-50k,73,2026-02-21,5.7,2,N,,0
LD13619,Instagram Ads,Business Analytics,Hyderabad,30k-50k,42,2026-05-23,44.3,2,N,,0
LD13620,Instagram Ads,Business Analytics,Chennai,<15k,24,2026-06-17,39.5,0,N,,0
LD13621,Google Ads,Python for Data Analysis,Ahmedabad,<15k,68,2026-01-17,13.4,3,N,,0
LD13622,Google Ads,Business Analytics,Hyderabad,50k+,33,2026-06-19,2.5,5,N,,0
LD13623,Instagram Ads,Data Science Bootcamp,Delhi NCR,<15k,77,2026-06-08,42.0,5,N,,0
LD13624,Referral,Business Analytics,Pune,15k-30k,57,2026-03-22,9.0,6,Y,2026-03-23,23552
LD13625,LinkedIn,Data Science Bootcamp,Delhi NCR,<15k,76,2025-11-06,8.9,6,N,,0
LD13626,Referral,Full Stack Development,Ahmedabad,30k-50k,87,2025-12-09,1.1,5,N,,0
LD13627,Organic Search,Python for Data Analysis,Delhi NCR,30k-50k,51,2026-05-01,25.1,6,Y,2026-05-18,38289
LD13628,Instagram Ads,Full Stack Development,Delhi NCR,50k+,13,2025-12-24,30.9,5,N,,0
LD13629,Google Ads,Digital Marketing,Bengaluru,50k+,13,2026-05-23,0.7,3,N,,0
LD13630,Referral,Digital Marketing,Chennai,30k-50k,51,2025-12-13,20.1,4,Y,2025-12-25,37863
LD13631,Google Ads,Power BI & Tableau,Hyderabad,50k+,31,2026-01-17,2.8,2,N,,0
LD13632,Organic Search,Digital Marketing,Pune,<15k,51,2026-01-07,8.1,5,Y,2026-01-10,11094
LD13633,Instagram Ads,Python for Data Analysis,Pune,15k-30k,70,2026-06-17,7.3,6,N,,0
LD13634,Referral,Digital Marketing,Bengaluru,50k+,68,2026-05-07,48.5,1,N,,0
LD13635,Referral,Business Analytics,Chennai,50k+,62,2026-01-19,30.4,1,Y,2026-02-01,59651
LD13636,Instagram Ads,Business Analytics,Mumbai,<15k,50,2026-05-24,4.8,2,N,,0
LD13637,Instagram Ads,Python for Data Analysis,Delhi NCR,<15k,81,2025-11-08,34.8,0,N,,0
LD13638,LinkedIn,Full Stack Development,Pune,50k+,26,2026-06-10,40.6,2,N,,0
LD13639,Google Ads,Digital Marketing,Chennai,30k-50k,13,2025-11-27,43.7,3,N,,0
LD13640,Referral,Python for Data Analysis,Delhi NCR,50k+,68,2026-06-24,21.1,3,N,,0
LD13641,Instagram Ads,Digital Marketing,Bengaluru,15k-30k,53,2026-05-20,1.2,3,N,,0
LD13642,Walk-in,Power BI & Tableau,Hyderabad,30k-50k,58,2026-06-24,6.5,3,N,,0
LD13643,Google Ads,Python for Data Analysis,Chennai,50k+,20,2026-05-21,15.8,4,N,,0
LD13644,Instagram Ads,Digital Marketing,Bengaluru,<15k,81,2026-04-02,15.3,4,N,,0
LD13645,LinkedIn,Python for Data Analysis,Ahmedabad,15k-30k,36,2026-01-03,15.4,2,N,,0
LD13646,Google Ads,Full Stack Development,Delhi NCR,15k-30k,15,2026-06-02,28.5,1,N,,0
LD13647,Instagram Ads,Power BI & Tableau,Delhi NCR,15k-30k,77,2026-06-06,69.7,2,N,,0
LD13648,LinkedIn,Python for Data Analysis,Hyderabad,30k-50k,43,2026-01-17,15.4,5,N,,0
LD13649,Referral,Digital Marketing,Ahmedabad,<15k,55,2026-04-30,23.3,2,N,,0
LD13650,Walk-in,Data Science Bootcamp,Delhi NCR,15k-30k,83,2026-07-10,26.1,5,N,,0
LD13651,LinkedIn,Power BI & Tableau,Bengaluru,<15k,56,2026-02-13,9.9,5,N,,0
LD13652,Instagram Ads,Python for Data Analysis,Bengaluru,30k-50k,72,2026-07-19,18.0,3,N,,0
LD13653,Walk-in,Python for Data Analysis,Bengaluru,30k-50k,19,2026-07-24,7.9,2,N,,0
LD13654,Instagram Ads,Data Science Bootcamp,Pune,30k-50k,52,2026-01-24,1.0,0,N,,0
LD13655,Referral,Digital Marketing,Pune,30k-50k,57,2026-03-30,4.8,5,N,,0
LD13656,Google Ads,Data Science Bootcamp,Pune,30k-50k,8,2025-11-03,73.1,2,N,,0
LD13657,Google Ads,Full Stack Development,Kolkata,15k-30k,83,2026-01-07,12.3,4,N,,0
LD13658,LinkedIn,Power BI & Tableau,Delhi NCR,<15k,44,2026-04-18,67.3,2,Y,2026-04-25,12771
LD13659,Referral,Business Analytics,Ahmedabad,<15k,78,2026-06-01,27.8,5,N,,0
LD13660,Google Ads,Digital Marketing,Kolkata,15k-30k,60,2026-06-25,3.7,3,Y,2026-06-26,21493
LD13661,Google Ads,Python for Data Analysis,Hyderabad,50k+,71,2026-06-14,6.9,2,N,,0
LD13662,Organic Search,Digital Marketing,Delhi NCR,30k-50k,51,2026-07-06,2.8,3,N,,0
LD13663,Referral,Business Analytics,Chennai,50k+,34,2026-05-11,2.7,2,Y,2026-05-18,63007
LD13664,Referral,Power BI & Tableau,Mumbai,15k-30k,29,2026-04-25,0.1,4,Y,2026-04-27,20886
LD13665,Instagram Ads,Digital Marketing,Kolkata,15k-30k,50,2026-05-25,20.2,2,N,,0
LD13666,Instagram Ads,Power BI & Tableau,Delhi NCR,15k-30k,59,2026-03-29,2.6,6,N,,0
LD13667,Instagram Ads,Digital Marketing,Delhi NCR,<15k,73,2026-04-13,14.3,2,N,,0
LD13668,Walk-in,Power BI & Tableau,Pune,50k+,45,2026-05-30,7.6,5,N,,0
LD13669,Google Ads,Python for Data Analysis,Hyderabad,50k+,50,2026-07-21,4.4,4,N,,0
LD13670,Instagram Ads,Business Analytics,Chennai,50k+,38,2026-01-19,38.5,4,N,,0
LD13671,Referral,Power BI & Tableau,Ahmedabad,30k-50k,50,2025-12-18,12.2,6,Y,2025-12-20,37179
LD13672,Google Ads,Digital Marketing,Ahmedabad,50k+,57,2026-05-05,3.1,3,N,,0
LD13673,Instagram Ads,Python for Data Analysis,Ahmedabad,50k+,51,2025-12-21,24.5,4,N,,0
LD13674,Google Ads,Data Science Bootcamp,Kolkata,<15k,24,2025-12-17,42.5,1,N,,0
LD13675,Instagram Ads,Data Science Bootcamp,Delhi NCR,15k-30k,74,2026-03-20,6.9,1,N,,0
LD13676,Walk-in,Business Analytics,Pune,30k-50k,36,2026-02-10,23.2,4,N,,0
LD13677,Instagram Ads,Power BI & Tableau,Bengaluru,30k-50k,39,2026-02-24,43.8,3,N,,0
LD13678,Referral,Python for Data Analysis,Kolkata,15k-30k,61,2026-03-31,34.3,1,Y,2026-04-05,23692
LD13679,Instagram Ads,Full Stack Development,Ahmedabad,<15k,58,2025-12-05,4.3,4,N,,0
LD13680,Referral,Power BI & Tableau,Bengaluru,50k+,54,2026-04-08,22.2,3,N,,0
LD13681,Organic Search,Data Science Bootcamp,Delhi NCR,<15k,48,2026-01-08,29.3,1,N,,0
LD13682,Google Ads,Full Stack Development,Chennai,<15k,54,2026-01-29,32.6,2,N,,0
LD13683,Instagram Ads,Power BI & Tableau,Delhi NCR,<15k,55,2026-05-12,33.2,2,N,,0
LD13684,LinkedIn,Power BI & Tableau,Chennai,50k+,74,2025-12-12,0.9,1,N,,0
LD13685,Referral,Data Science Bootcamp,Bengaluru,<15k,54,2025-12-11,37.6,3,Y,2025-12-12,11990
LD13686,Instagram Ads,Full Stack Development,Pune,15k-30k,29,2026-01-27,0.2,3,N,,0
LD13687,Organic Search,Power BI & Tableau,Pune,50k+,53,2025-11-13,20.3,2,Y,2025-11-14,70771
LD13688,Organic Search,Business Analytics,Delhi NCR,15k-30k,74,2026-07-12,6.8,2,N,,0
LD13689,Organic Search,Full Stack Development,Bengaluru,30k-50k,60,2026-04-17,9.1,0,N,,0
LD13690,LinkedIn,Python for Data Analysis,Hyderabad,15k-30k,51,2026-04-29,14.6,6,N,,0
LD13691,Instagram Ads,Data Science Bootcamp,Pune,<15k,67,2026-03-13,7.3,4,N,,0
LD13692,Referral,Power BI & Tableau,Hyderabad,<15k,86,2026-04-05,5.2,3,N,,0
LD13693,Instagram Ads,Business Analytics,Hyderabad,15k-30k,38,2026-02-05,2.5,3,N,,0
LD13694,Google Ads,Python for Data Analysis,Ahmedabad,<15k,40,2026-06-02,0.9,5,N,,0
LD13695,Referral,Python for Data Analysis,Hyderabad,<15k,53,2026-01-25,9.2,2,N,,0
LD13696,Referral,Digital Marketing,Ahmedabad,50k+,56,2025-12-30,22.0,2,N,,0
LD13697,LinkedIn,Business Analytics,Delhi NCR,15k-30k,65,2025-12-20,39.6,2,N,,0
LD13698,Walk-in,Power BI & Tableau,Hyderabad,50k+,13,2025-11-18,40.9,0,N,,0
LD13699,Organic Search,Python for Data Analysis,Bengaluru,15k-30k,71,2026-03-17,5.1,2,N,,0
LD13700,LinkedIn,Business Analytics,Mumbai,15k-30k,13,2026-02-21,36.0,2,N,,0
LD13701,Organic Search,Business Analytics,Ahmedabad,15k-30k,48,2026-03-26,8.8,2,N,,0
LD13702,Instagram Ads,Python for Data Analysis,Delhi NCR,30k-50k,18,2025-11-25,1.6,3,N,,0
LD13703,Walk-in,Full Stack Development,Ahmedabad,<15k,53,2025-12-30,6.4,5,N,,0
LD13704,LinkedIn,Digital Marketing,Kolkata,30k-50k,67,2025-12-28,23.1,4,N,,0
LD13705,LinkedIn,Python for Data Analysis,Ahmedabad,<15k,61,2026-01-29,19.1,7,N,,0
LD13706,Google Ads,Python for Data Analysis,Pune,50k+,24,2026-02-06,1.8,5,N,,0
LD13707,Google Ads,Data Science Bootcamp,Ahmedabad,30k-50k,25,2025-12-29,19.7,1,Y,2026-01-03,37647
LD13708,Google Ads,Data Science Bootcamp,Bengaluru,50k+,48,2026-05-24,5.9,6,N,,0
LD13709,Google Ads,Power BI & Tableau,Bengaluru,30k-50k,63,2026-03-24,18.6,0,N,,0
LD13710,LinkedIn,Full Stack Development,Bengaluru,50k+,39,2026-07-30,6.9,2,Y,2026-08-03,67609
LD13711,Referral,Digital Marketing,Ahmedabad,15k-30k,39,2026-06-12,19.9,3,Y,2026-06-13,20323
LD13712,Google Ads,Full Stack Development,Delhi NCR,50k+,96,2026-07-25,2.3,4,N,,0
LD13713,Walk-in,Data Science Bootcamp,Chennai,15k-30k,64,2025-11-02,13.8,4,Y,2025-11-10,20644
LD13714,Instagram Ads,Power BI & Tableau,Chennai,15k-30k,52,2026-05-01,27.2,1,N,,0
LD13715,Instagram Ads,Full Stack Development,Hyderabad,50k+,23,2026-03-01,20.7,2,N,,0
LD13716,Instagram Ads,Business Analytics,Chennai,15k-30k,38,2026-07-04,11.7,2,N,,0
LD13717,Instagram Ads,Full Stack Development,Ahmedabad,30k-50k,61,2026-04-16,1.7,1,Y,2026-04-21,39088
LD13718,Google Ads,Full Stack Development,Delhi NCR,15k-30k,55,2026-04-18,7.3,1,N,,0
LD13719,Instagram Ads,Full Stack Development,Kolkata,30k-50k,48,2026-07-19,8.7,2,N,,0
LD13720,Instagram Ads,Data Science Bootcamp,Kolkata,50k+,41,2026-05-05,24.4,3,N,,0
LD13721,Instagram Ads,Python for Data Analysis,Delhi NCR,15k-30k,42,2026-01-26,15.1,7,N,,0
LD13722,Google Ads,Business Analytics,Chennai,30k-50k,81,2026-07-08,46.8,3,N,,0
LD13723,Walk-in,Power BI & Tableau,Hyderabad,50k+,69,2026-07-15,6.2,3,N,,0
LD13724,Google Ads,Data Science Bootcamp,Pune,<15k,35,2026-02-13,37.0,5,N,,0
LD13725,Instagram Ads,Business Analytics,Hyderabad,<15k,57,2026-03-27,22.2,4,N,,0
LD13726,Instagram Ads,Python for Data Analysis,Chennai,50k+,62,2026-01-16,19.6,4,N,,0
LD13727,Walk-in,Business Analytics,Hyderabad,15k-30k,64,2026-07-06,17.8,1,N,,0
LD13728,Google Ads,Business Analytics,Kolkata,50k+,39,2026-06-12,3.5,4,N,,0
LD13729,Google Ads,Data Science Bootcamp,Delhi NCR,<15k,74,2026-02-10,10.4,3,N,,0
LD13730,Referral,Data Science Bootcamp,Hyderabad,<15k,53,2026-06-07,6.4,2,N,,0
LD13731,Instagram Ads,Python for Data Analysis,Bengaluru,30k-50k,45,2026-03-01,17.7,3,N,,0
LD13732,Organic Search,Business Analytics,Hyderabad,30k-50k,76,2025-11-11,12.5,4,Y,2025-11-19,41242
LD13733,Google Ads,Full Stack Development,Kolkata,50k+,69,2026-07-03,28.6,4,N,,0
LD13734,Referral,Business Analytics,Mumbai,15k-30k,61,2025-12-22,2.3,2,N,,0
LD13735,LinkedIn,Digital Marketing,Ahmedabad,50k+,70,2026-03-20,62.7,3,N,,0
LD13736,Walk-in,Full Stack Development,Mumbai,30k-50k,51,2026-07-16,13.5,1,N,,0
LD13737,Google Ads,Business Analytics,Kolkata,15k-30k,53,2025-12-15,14.0,2,N,,0
LD13738,LinkedIn,Power BI & Tableau,Hyderabad,15k-30k,83,2026-07-19,6.9,0,N,,0
LD13739,Organic Search,Power BI & Tableau,Hyderabad,<15k,55,2026-03-26,2.0,1,Y,2026-04-19,12945
LD13740,Referral,Business Analytics,Pune,<15k,45,2025-11-02,1.2,3,N,,0
LD13741,Google Ads,Data Science Bootcamp,Kolkata,30k-50k,60,2025-11-17,53.0,3,N,,0
LD13742,Instagram Ads,Power BI & Tableau,Chennai,<15k,51,2026-05-02,15.2,4,N,,0
LD13743,Instagram Ads,Business Analytics,Mumbai,50k+,28,2026-05-30,40.0,2,N,,0
LD13744,Google Ads,Business Analytics,Chennai,50k+,50,2026-06-24,1.9,1,N,,0
LD13745,Instagram Ads,Digital Marketing,Hyderabad,15k-30k,43,2026-02-23,21.0,1,N,,0
LD13746,Organic Search,Python for Data Analysis,Kolkata,50k+,60,2025-11-28,4.4,7,N,,0
LD13747,Instagram Ads,Data Science Bootcamp,Pune,<15k,16,2026-03-26,16.0,1,N,,0
LD13748,Referral,Power BI & Tableau,Hyderabad,30k-50k,72,2026-05-10,14.1,2,N,,0
LD13749,Google Ads,Data Science Bootcamp,Mumbai,50k+,65,2026-07-24,12.3,3,N,,0
LD13750,Organic Search,Data Science Bootcamp,Bengaluru,30k-50k,68,2026-05-30,11.7,5,Y,2026-06-05,41214
LD13751,Instagram Ads,Business Analytics,Delhi NCR,30k-50k,40,2026-04-25,11.5,2,N,,0
LD13752,Organic Search,Python for Data Analysis,Hyderabad,30k-50k,83,2026-07-14,30.4,6,N,,0
LD13753,Google Ads,Business Analytics,Hyderabad,30k-50k,78,2026-05-22,10.1,3,N,,0
LD13754,Walk-in,Power BI & Tableau,Delhi NCR,15k-30k,14,2025-12-11,43.9,1,N,,0
LD13755,Referral,Python for Data Analysis,Hyderabad,<15k,48,2026-03-05,22.3,4,Y,2026-03-16,10926
LD13756,Organic Search,Power BI & Tableau,Delhi NCR,50k+,42,2026-01-29,1.0,6,N,,0
LD13757,Google Ads,Full Stack Development,Bengaluru,<15k,37,2025-11-23,5.6,2,N,,0
LD13758,Google Ads,Digital Marketing,Delhi NCR,50k+,89,2025-11-14,22.3,6,N,,0
LD13759,Instagram Ads,Business Analytics,Bengaluru,30k-50k,51,2026-06-04,0.7,2,N,,0
LD13760,Instagram Ads,Business Analytics,Chennai,15k-30k,27,2026-04-01,1.1,2,N,,0
LD13761,Organic Search,Full Stack Development,Mumbai,<15k,4,2026-04-05,2.5,3,N,,0
LD13762,Instagram Ads,Python for Data Analysis,Bengaluru,<15k,48,2026-01-01,15.0,5,N,,0
LD13763,Organic Search,Digital Marketing,Kolkata,<15k,54,2026-01-09,30.8,7,N,,0
LD13764,Referral,Power BI & Tableau,Ahmedabad,<15k,33,2026-02-13,18.7,1,Y,2026-02-14,11168
LD13765,Walk-in,Business Analytics,Bengaluru,30k-50k,83,2026-04-21,7.6,1,Y,2026-05-09,42403
LD13766,Instagram Ads,Data Science Bootcamp,Ahmedabad,<15k,80,2026-02-26,12.0,3,N,,0
LD13767,Google Ads,Power BI & Tableau,Chennai,15k-30k,32,2025-11-04,11.4,2,Y,2025-11-08,20766
LD13768,Google Ads,Python for Data Analysis,Delhi NCR,50k+,63,2026-05-02,5.4,2,N,,0
LD13769,Google Ads,Business Analytics,Bengaluru,<15k,68,2026-03-26,21.4,4,N,,0
LD13770,Organic Search,Data Science Bootcamp,Kolkata,15k-30k,41,2026-04-24,34.8,4,N,,0
LD13771,Referral,Full Stack Development,Ahmedabad,<15k,40,2026-04-17,11.0,5,N,,0
LD13772,Instagram Ads,Data Science Bootcamp,Kolkata,50k+,78,2026-05-25,7.3,1,N,,0
